counter txid numreads length
13560 FBtr0310504 0 2043
13561 FBtr0081866 214 1948
13562 FBtr0310506 0 1864
13563 FBtr0072112 0 2480
13564 FBtr0072113 0 2435
13565 FBtr0081867 148 2133
13566 FBtr0072116 110 1608
13567 FBtr0072117 0 2732
13568 FBtr0072114 108 1589
13569 FBtr0072115 0 1200
13570 FBtr0308891 0 7398
13571 FBtr0113229 0 1310
13572 FBtr0083173 0 972
13573 FBtr0273269 0 2690
13574 FBtr0273268 0 1519
13575 FBtr0273265 102 1700
13576 FBtr0273264 148 2386
13577 FBtr0273261 0 2627
13578 FBtr0273260 0 3963
13579 FBtr0273263 0 3102
13580 FBtr0074337 0 3027
13581 FBtr0085329 0 2185
13582 FBtr0085328 0 2127
13583 FBtr0085326 0 4050
13584 FBtr0085325 0 3560
13585 FBtr0085324 0 3283
13586 FBtr0085323 0 3550
13587 FBtr0085322 218 3403
13588 FBtr0085321 0 3280
13589 FBtr0085320 80 1138
13590 FBtr0074330 78 952
13591 FBtr0074154 0 4188
13592 FBtr0074331 0 1665
13593 FBtr0074150 162 2461
13594 FBtr0086073 42 624
13595 FBtr0074152 0 897
13596 FBtr0074153 0 4260
13597 FBtr0073793 46 672
13598 FBtr0073792 50 686
13599 FBtr0073790 0 913
13600 FBtr0073796 94 1413
13601 FBtr0309759 0 147
13602 FBtr0309758 0 151
13603 FBtr0333666 156 2835
13604 FBtr0333667 0 10223
13605 FBtr0309755 0 157
13606 FBtr0309754 0 141
13607 FBtr0309753 0 136
13608 FBtr0309752 0 140
13609 FBtr0309751 0 137
13610 FBtr0333661 452 7411
13611 FBtr0329898 0 9075
13612 FBtr0329899 0 10317
13613 FBtr0329896 160 3413
13614 FBtr0329897 0 6770
13615 FBtr0329894 0 2167
13616 FBtr0329895 0 4482
13617 FBtr0329892 166 2923
13618 FBtr0329893 0 1921
13619 FBtr0329890 0 2966
13620 FBtr0329891 0 3492
13621 FBtr0304295 0 23
13622 FBtr0304294 0 91
13623 FBtr0078804 0 2445
13624 FBtr0110820 84 1515
13625 FBtr0110823 0 1114
13626 FBtr0304296 0 102
13627 FBtr0110825 138 2234
13628 FBtr0110824 0 1535
13629 FBtr0110827 0 6369
13630 FBtr0110826 0 978
13631 FBtr0304291 0 21
13632 FBtr0304290 0 90
13633 FBtr0304293 0 22
13634 FBtr0304292 0 96
13635 FBtr0081312 0 2008
13636 FBtr0081313 0 192
13637 FBtr0081310 0 506
13638 FBtr0081316 0 1338
13639 FBtr0081317 0 1870
13640 FBtr0081314 0 651
13641 FBtr0081315 0 127
13642 FBtr0081318 98 7523
13643 FBtr0082955 32 540
13644 FBtr0082954 0 1623
13645 FBtr0082957 38 525
13646 FBtr0082956 28 459
13647 FBtr0082951 64 956
13648 FBtr0082950 884 13601
13649 FBtr0082953 0 704
13650 FBtr0082952 0 1006
13651 FBtr0082959 0 3722
13652 FBtr0082958 250 4029
13653 FBtr0074222 150 2718
13654 FBtr0332139 0 1729
13655 FBtr0332138 0 916
13656 FBtr0074224 0 3186
13657 FBtr0074225 0 1294
13658 FBtr0332135 30 1662
13659 FBtr0332134 0 717
13660 FBtr0332137 0 1216
13661 FBtr0332136 0 1825
13662 FBtr0332131 0 11198
13663 FBtr0332130 92 1412
13664 FBtr0332133 0 3186
13665 FBtr0332132 0 4932
13666 FBtr0309530 26 567
13667 FBtr0304048 0 4701
13668 FBtr0304049 0 4065
13669 FBtr0304044 0 972
13670 FBtr0304045 46 768
13671 FBtr0304046 262 4101
13672 FBtr0304047 254 4017
13673 FBtr0304041 8 536
13674 FBtr0304042 0 1327
13675 FBtr0304043 0 2986
13676 FBtr0308930 0 2138
13677 FBtr0308931 0 611
13678 FBtr0308932 0 518
13679 FBtr0308933 10 535
13680 FBtr0308934 0 609
13681 FBtr0308935 0 444
13682 FBtr0308936 0 1315
13683 FBtr0308937 80 1385
13684 FBtr0308938 0 346
13685 FBtr0308939 0 439
13686 FBtr0087417 98 1585
13687 FBtr0087416 0 5204
13688 FBtr0087415 0 5042
13689 FBtr0087414 298 4738
13690 FBtr0087413 0 4717
13691 FBtr0087411 0 4043
13692 FBtr0087410 234 3832
13693 FBtr0087418 0 2000
13694 FBtr0074683 0 2567
13695 FBtr0113509 0 87
13696 FBtr0113508 0 91
13697 FBtr0113503 0 80
13698 FBtr0113502 0 80
13699 FBtr0113501 0 100
13700 FBtr0113500 0 148
13701 FBtr0113507 0 71
13702 FBtr0113506 0 76
13703 FBtr0113505 0 76
13704 FBtr0113504 0 80
13705 FBtr0305313 132 1869
13706 FBtr0305312 0 807
13707 FBtr0305310 90 1313
13708 FBtr0305317 0 2221
13709 FBtr0305316 0 2500
13710 FBtr0305315 0 3192
13711 FBtr0305314 0 644
13712 FBtr0305319 162 2093
13713 FBtr0305318 0 2024
13714 FBtr0112458 16 258
13715 FBtr0112456 62 796
13716 FBtr0112457 0 618
13717 FBtr0112452 38 623
13718 FBtr0089042 0 4244
13719 FBtr0089043 0 4093
13720 FBtr0089041 0 1251
13721 FBtr0089046 120 2271
13722 FBtr0089047 124 1712
13723 FBtr0089044 0 5197
13724 FBtr0089045 152 2310
13725 FBtr0089048 160 2307
13726 FBtr0089049 0 1493
13727 FBtr0310563 138 2168
13728 FBtr0091854 0 569
13729 FBtr0091855 0 468
13730 FBtr0091856 0 898
13731 FBtr0091857 38 569
13732 FBtr0091850 62 898
13733 FBtr0091851 0 569
13734 FBtr0091852 32 468
13735 FBtr0091853 0 898
13736 FBtr0091858 0 468
13737 FBtr0091859 60 898
13738 FBtr0100081 28 427
13739 FBtr0084449 0 1615
13740 FBtr0084448 0 1391
13741 FBtr0084445 0 1482
13742 FBtr0084447 0 1460
13743 FBtr0084446 0 1686
13744 FBtr0084441 0 1757
13745 FBtr0084440 0 1265
13746 FBtr0084442 120 1783
13747 FBtr0083794 0 74
13748 FBtr0082136 0 554
13749 FBtr0082135 0 2652
13750 FBtr0082134 0 1395
13751 FBtr0082133 0 2266
13752 FBtr0082131 0 1410
13753 FBtr0082130 190 2527
13754 FBtr0082139 226 3412
13755 FBtr0301568 0 1598
13756 FBtr0301569 146 2423
13757 FBtr0301564 20 300
13758 FBtr0301565 0 300
13759 FBtr0301566 0 333
13760 FBtr0301567 0 279
13761 FBtr0301560 82 1249
13762 FBtr0301561 120 995
13763 FBtr0301562 0 5639
13764 FBtr0301563 232 3859
13765 FBtr0306031 0 4143
13766 FBtr0306039 0 2593
13767 FBtr0080111 70 979
13768 FBtr0332868 0 703
13769 FBtr0302204 0 928
13770 FBtr0302205 270 3032
13771 FBtr0302206 0 4577
13772 FBtr0302207 96 1671
13773 FBtr0302200 0 4254
13774 FBtr0302201 0 503
13775 FBtr0302202 0 1407
13776 FBtr0302203 8 384
13777 FBtr0302208 0 2133
13778 FBtr0302209 130 6181
13779 FBtr0080119 274 2988
13780 FBtr0080118 0 2282
13781 FBtr0070042 0 1536
13782 FBtr0070043 128 1561
13783 FBtr0070040 24 439
13784 FBtr0070041 0 379
13785 FBtr0070046 0 2844
13786 FBtr0070044 0 1423
13787 FBtr0070045 172 2221
13788 FBtr0100590 74 1016
13789 FBtr0100591 148 2077
13790 FBtr0100593 0 2022
13791 FBtr0100594 0 1245
13792 FBtr0100595 0 3792
13793 FBtr0078219 0 1477
13794 FBtr0078218 0 1344
13795 FBtr0078217 0 1905
13796 FBtr0078216 136 1725
13797 FBtr0078215 0 1124
13798 FBtr0078214 142 1896
13799 FBtr0078213 0 2245
13800 FBtr0078212 242 3909
13801 FBtr0078211 0 579
13802 FBtr0078210 0 950
13803 FBtr0303559 0 2498
13804 FBtr0303558 288 5629
13805 FBtr0307074 340 11733
13806 FBtr0307075 108 1404
13807 FBtr0307076 232 2291
13808 FBtr0307077 0 2391
13809 FBtr0307070 356 5841
13810 FBtr0307071 0 6941
13811 FBtr0307072 792 11486
13812 FBtr0307073 752 11748
13813 FBtr0307078 346 5660
13814 FBtr0307079 0 1762
13815 FBtr0309054 0 3821
13816 FBtr0071799 0 1801
13817 FBtr0304959 26 1270
13818 FBtr0071791 0 3672
13819 FBtr0071790 192 2716
13820 FBtr0071793 84 3798
13821 FBtr0071792 238 3669
13822 FBtr0071795 244 3341
13823 FBtr0071794 0 3327
13824 FBtr0071797 0 3962
13825 FBtr0071796 0 3261
13826 FBtr0309055 0 758
13827 FBtr0329988 0 2656
13828 FBtr0329989 0 1636
13829 FBtr0076071 56 849
13830 FBtr0076075 38 2555
13831 FBtr0076074 0 421
13832 FBtr0076077 106 1526
13833 FBtr0076076 0 1938
13834 FBtr0076079 0 1224
13835 FBtr0076078 96 1398
13836 FBtr0077302 38 653
13837 FBtr0077303 0 1104
13838 FBtr0077304 40 627
13839 FBtr0077305 0 2423
13840 FBtr0077306 340 3203
13841 FBtr0091464 770 12616
13842 FBtr0091461 0 2067
13843 FBtr0091462 116 1767
13844 FBtr0304529 0 23
13845 FBtr0304528 0 93
13846 FBtr0304523 0 100
13847 FBtr0304522 0 24
13848 FBtr0304521 0 22
13849 FBtr0304520 0 68
13850 FBtr0304527 0 24
13851 FBtr0304526 0 24
13852 FBtr0304525 0 96
13853 FBtr0304524 0 22
13854 FBtr0073410 0 2424
13855 FBtr0073411 0 3280
13856 FBtr0073412 0 2385
13857 FBtr0073413 300 4477
13858 FBtr0073414 436 7373
13859 FBtr0073415 140 5578
13860 FBtr0305164 864 13724
13861 FBtr0087334 0 1744
13862 FBtr0306328 0 5123
13863 FBtr0087857 60 1023
13864 FBtr0306324 0 490
13865 FBtr0087856 0 3793
13866 FBtr0300314 0 554
13867 FBtr0300315 0 181
13868 FBtr0300316 12 205
13869 FBtr0300317 0 319
13870 FBtr0300310 10 418
13871 FBtr0300311 0 368
13872 FBtr0300312 0 555
13873 FBtr0300313 28 399
13874 FBtr0305168 0 11529
13875 FBtr0300318 18 233
13876 FBtr0300319 0 396
13877 FBtr0305169 0 13040
13878 FBtr0070824 30 1750
13879 FBtr0070825 0 2345
13880 FBtr0070826 0 3067
13881 FBtr0309711 0 92
13882 FBtr0070820 0 1014
13883 FBtr0070821 0 2566
13884 FBtr0070822 0 1637
13885 FBtr0070823 192 2654
13886 FBtr0070828 0 2486
13887 FBtr0070829 188 3017
13888 FBtr0085944 0 521
13889 FBtr0303076 0 577
13890 FBtr0085943 24 418
13891 FBtr0087858 60 897
13892 FBtr0085942 0 1679
13893 FBtr0089613 0 71
13894 FBtr0089612 172 2527
13895 FBtr0089611 22 366
13896 FBtr0309717 0 25
13897 FBtr0073551 126 1763
13898 FBtr0073550 72 1251
13899 FBtr0073553 0 3008
13900 FBtr0073552 0 3247
13901 FBtr0333468 0 1823
13902 FBtr0333469 54 864
13903 FBtr0073557 0 1418
13904 FBtr0073556 0 1075
13905 FBtr0333464 54 513
13906 FBtr0333465 130 1805
13907 FBtr0333466 152 2237
13908 FBtr0333467 0 2012
13909 FBtr0333460 0 8030
13910 FBtr0333461 0 8135
13911 FBtr0333462 0 8093
13912 FBtr0333463 522 7908
13913 FBtr0300532 180 3315
13914 FBtr0089614 6 201
13915 FBtr0309716 0 118
13916 FBtr0301663 100 2023
13917 FBtr0301049 0 1095
13918 FBtr0301048 36 1591
13919 FBtr0301662 398 3755
13920 FBtr0301043 0 1539
13921 FBtr0301042 468 4625
13922 FBtr0301041 332 4616
13923 FBtr0301040 174 3398
13924 FBtr0301047 126 1867
13925 FBtr0301046 0 2611
13926 FBtr0301045 174 2706
13927 FBtr0301044 0 2874
13928 FBtr0331826 190 3875
13929 FBtr0331827 0 4052
13930 FBtr0331824 0 4160
13931 FBtr0331825 0 3878
13932 FBtr0331822 0 2630
13933 FBtr0331823 304 4163
13934 FBtr0331820 28 1750
13935 FBtr0331821 0 1806
13936 FBtr0333624 0 559
13937 FBtr0083664 0 2402
13938 FBtr0331828 0 1806
13939 FBtr0331829 130 2063
13940 FBtr0333625 0 8067
13941 FBtr0301669 214 3492
13942 FBtr0301668 0 4034
13943 FBtr0081150 0 1341
13944 FBtr0081151 0 523
13945 FBtr0081152 64 803
13946 FBtr0081153 112 1744
13947 FBtr0081154 0 1789
13948 FBtr0081155 0 2053
13949 FBtr0081156 0 1821
13950 FBtr0081157 36 708
13951 FBtr0081158 496 4544
13952 FBtr0081159 0 4963
13953 FBtr0332333 202 1676
13954 FBtr0332332 66 939
13955 FBtr0332331 0 2587
13956 FBtr0332330 142 1930
13957 FBtr0332337 1218 17143
13958 FBtr0332336 0 19571
13959 FBtr0332335 0 1935
13960 FBtr0332334 0 2178
13961 FBtr0074028 170 2285
13962 FBtr0074029 0 585
13963 FBtr0332339 0 3121
13964 FBtr0332338 0 3129
13965 FBtr0081488 0 2541
13966 FBtr0081489 0 143
13967 FBtr0081482 80 931
13968 FBtr0081483 252 4215
13969 FBtr0081480 0 3291
13970 FBtr0081481 440 4828
13971 FBtr0081486 0 1097
13972 FBtr0081487 130 2064
13973 FBtr0081484 0 2424
13974 FBtr0081485 0 1363
13975 FBtr0333312 680 10159
13976 FBtr0083660 0 1674
13977 FBtr0333313 0 8328
13978 FBtr0333310 176 1483
13979 FBtr0333311 0 1484
13980 FBtr0333316 192 8691
13981 FBtr0333315 948 9576
13982 FBtr0331174 0 1758
13983 FBtr0331175 238 3209
13984 FBtr0331176 0 3218
13985 FBtr0331177 0 840
13986 FBtr0331170 480 6849
13987 FBtr0331171 138 2456
13988 FBtr0331172 108 1575
13989 FBtr0331173 0 3985
13990 FBtr0331178 0 869
13991 FBtr0331179 0 1650
13992 FBtr0080687 48 900
13993 FBtr0080686 146 2110
13994 FBtr0080685 0 2531
13995 FBtr0080683 58 884
13996 FBtr0080682 0 688
13997 FBtr0080681 36 673
13998 FBtr0080688 24 1050
13999 FBtr0080358 72 1071
14000 FBtr0080350 0 630
14001 FBtr0080354 0 1413
14002 FBtr0112619 176 2826
14003 FBtr0112614 446 5253
14004 FBtr0112616 138 2480
14005 FBtr0112617 270 3869
14006 FBtr0112610 436 4459
14007 FBtr0112611 0 2393
14008 FBtr0112612 0 1982
14009 FBtr0075049 238 3975
14010 FBtr0075048 24 1329
14011 FBtr0075041 0 2522
14012 FBtr0075040 0 1856
14013 FBtr0075043 0 2983
14014 FBtr0075042 68 3079
14015 FBtr0075045 246 3142
14016 FBtr0075044 0 2968
14017 FBtr0075046 0 2100
14018 FBtr0076538 0 2508
14019 FBtr0076539 0 1949
14020 FBtr0330229 0 3557
14021 FBtr0330228 0 3333
14022 FBtr0076530 36 621
14023 FBtr0076531 0 1259
14024 FBtr0330221 0 2811
14025 FBtr0330220 58 966
14026 FBtr0076534 0 3683
14027 FBtr0330226 0 4149
14028 FBtr0076536 576 8583
14029 FBtr0076537 0 980
14030 FBtr0299869 0 778
14031 FBtr0299868 48 880
14032 FBtr0299863 0 5725
14033 FBtr0299862 144 2354
14034 FBtr0299861 0 656
14035 FBtr0299860 864 11824
14036 FBtr0299867 0 1020
14037 FBtr0299866 174 2629
14038 FBtr0299865 162 2585
14039 FBtr0299864 0 3292
14040 FBtr0114511 82 1127
14041 FBtr0114510 0 677
14042 FBtr0114513 0 1082
14043 FBtr0114512 36 1470
14044 FBtr0114515 0 1233
14045 FBtr0114514 0 2618
14046 FBtr0114517 0 1778
14047 FBtr0114516 108 1336
14048 FBtr0114518 0 2150
14049 FBtr0085949 54 929
14050 FBtr0072097 0 1948
14051 FBtr0072096 0 1879
14052 FBtr0072095 0 1700
14053 FBtr0072094 0 1140
14054 FBtr0072091 36 607
14055 FBtr0072090 42 581
14056 FBtr0072099 0 4768
14057 FBtr0072098 0 1734
14058 FBtr0082443 0 2943
14059 FBtr0082442 80 1191
14060 FBtr0082440 0 1071
14061 FBtr0086359 0 135
14062 FBtr0086358 0 135
14063 FBtr0086357 0 135
14064 FBtr0086356 0 135
14065 FBtr0086355 0 144
14066 FBtr0086354 0 135
14067 FBtr0086353 0 135
14068 FBtr0086352 0 135
14069 FBtr0086351 0 135
14070 FBtr0086350 0 135
14071 FBtr0072328 0 1717
14072 FBtr0072321 174 1743
14073 FBtr0072320 0 1735
14074 FBtr0072323 0 767
14075 FBtr0072322 60 994
14076 FBtr0072325 0 666
14077 FBtr0072324 0 700
14078 FBtr0072327 128 1919
14079 FBtr0072326 0 683
14080 FBtr0308361 0 1111
14081 FBtr0308360 82 1211
14082 FBtr0308363 0 2917
14083 FBtr0308362 0 1508
14084 FBtr0309094 146 2749
14085 FBtr0309095 92 1834
14086 FBtr0309096 0 2282
14087 FBtr0309097 0 2184
14088 FBtr0309090 620 5123
14089 FBtr0309091 170 2701
14090 FBtr0309093 0 2403
14091 FBtr0309098 0 1513
14092 FBtr0309099 0 803
14093 FBtr0110988 36 510
14094 FBtr0110984 194 2698
14095 FBtr0110982 124 1483
14096 FBtr0110983 52 2606
14097 FBtr0073058 0 1955
14098 FBtr0073059 0 333
14099 FBtr0302048 0 899
14100 FBtr0302049 0 2251
14101 FBtr0084845 160 2796
14102 FBtr0084847 108 2095
14103 FBtr0289939 286 3823
14104 FBtr0073050 0 1340
14105 FBtr0073051 0 1444
14106 FBtr0333141 0 1313
14107 FBtr0333140 0 1443
14108 FBtr0302046 422 6483
14109 FBtr0302047 466 6572
14110 FBtr0302044 0 4086
14111 FBtr0302045 162 2543
14112 FBtr0079016 0 511
14113 FBtr0079017 44 583
14114 FBtr0307278 270 4234
14115 FBtr0307279 0 2521
14116 FBtr0079012 0 2791
14117 FBtr0079013 0 2355
14118 FBtr0079010 0 848
14119 FBtr0078898 300 3573
14120 FBtr0303791 0 98
14121 FBtr0303790 0 8929
14122 FBtr0307270 270 3345
14123 FBtr0303792 0 91
14124 FBtr0303795 0 664
14125 FBtr0307277 0 5708
14126 FBtr0303797 314 4919
14127 FBtr0307275 0 948
14128 FBtr0078891 138 2763
14129 FBtr0304222 0 23
14130 FBtr0078892 80 1315
14131 FBtr0078895 108 1699
14132 FBtr0078894 0 1946
14133 FBtr0078897 0 3665
14134 FBtr0078896 44 706
14135 FBtr0078899 0 3764
14136 FBtr0113204 128 1879
14137 FBtr0113205 152 2401
14138 FBtr0113206 96 1780
14139 FBtr0113207 0 4624
14140 FBtr0113200 0 4899
14141 FBtr0113202 400 5556
14142 FBtr0113203 66 3190
14143 FBtr0113208 0 4634
14144 FBtr0306817 20 302
14145 FBtr0071152 0 2044
14146 FBtr0078828 0 1691
14147 FBtr0078829 0 1741
14148 FBtr0078824 38 661
14149 FBtr0078825 50 960
14150 FBtr0078827 0 2572
14151 FBtr0078820 0 991
14152 FBtr0078821 0 877
14153 FBtr0078822 110 1883
14154 FBtr0078823 0 2300
14155 FBtr0112553 0 1766
14156 FBtr0112557 0 2187
14157 FBtr0112555 0 3964
14158 FBtr0112554 0 2973
14159 FBtr0083189 0 4742
14160 FBtr0083188 0 2988
14161 FBtr0083185 80 1283
14162 FBtr0083184 0 1799
14163 FBtr0083187 0 4506
14164 FBtr0083186 0 1115
14165 FBtr0083180 0 2433
14166 FBtr0083183 396 4661
14167 FBtr0300558 0 4600
14168 FBtr0300559 0 3857
14169 FBtr0085929 106 2031
14170 FBtr0085928 0 678
14171 FBtr0300552 100 1432
14172 FBtr0300553 324 4059
14173 FBtr0300550 0 1923
14174 FBtr0300551 0 2918
14175 FBtr0085921 0 2010
14176 FBtr0085920 0 1424
14177 FBtr0085923 0 2027
14178 FBtr0085922 0 1814
14179 FBtr0304213 0 25
14180 FBtr0301681 0 3703
14181 FBtr0301680 0 6246
14182 FBtr0301683 0 1450
14183 FBtr0301682 0 3249
14184 FBtr0301684 0 1389
14185 FBtr0301687 0 2738
14186 FBtr0301686 0 1747
14187 FBtr0083456 0 2784
14188 FBtr0083455 84 1263
14189 FBtr0083454 0 984
14190 FBtr0083453 198 2987
14191 FBtr0083452 0 2970
14192 FBtr0111113 210 2958
14193 FBtr0111111 138 1893
14194 FBtr0111114 0 2678
14195 FBtr0111115 0 1449
14196 FBtr0304212 0 96
14197 FBtr0300888 0 2749
14198 FBtr0300889 0 2314
14199 FBtr0300884 0 4899
14200 FBtr0300885 296 4920
14201 FBtr0300886 402 4914
14202 FBtr0300887 136 2360
14203 FBtr0300880 0 3616
14204 FBtr0300881 218 2821
14205 FBtr0300882 118 4893
14206 FBtr0300883 0 4903
14207 FBtr0100419 42 2946
14208 FBtr0100418 0 2700
14209 FBtr0100415 132 2889
14210 FBtr0100414 196 2798
14211 FBtr0100417 0 2913
14212 FBtr0100416 0 2895
14213 FBtr0100411 0 6239
14214 FBtr0100410 60 1149
14215 FBtr0100413 0 2890
14216 FBtr0078008 52 783
14217 FBtr0078009 0 1732
14218 FBtr0078006 0 2220
14219 FBtr0078007 0 1823
14220 FBtr0078004 0 357
14221 FBtr0078005 0 483
14222 FBtr0078002 348 4181
14223 FBtr0078003 32 471
14224 FBtr0078000 144 2153
14225 FBtr0078001 338 5466
14226 FBtr0110793 96 1072
14227 FBtr0110791 0 4386
14228 FBtr0110797 200 2860
14229 FBtr0110796 232 3805
14230 FBtr0110795 0 3680
14231 FBtr0110794 0 586
14232 FBtr0110799 0 3804
14233 FBtr0074280 0 3883
14234 FBtr0074281 200 2628
14235 FBtr0074282 66 1058
14236 FBtr0074283 0 1433
14237 FBtr0074284 0 7761
14238 FBtr0300836 38 1855
14239 FBtr0074285 0 3250
14240 FBtr0074286 0 6297
14241 FBtr0074287 22 1500
14242 FBtr0331378 0 2452
14243 FBtr0331379 0 2068
14244 FBtr0075209 120 2058
14245 FBtr0075208 256 4062
14246 FBtr0075207 0 1323
14247 FBtr0075206 0 3267
14248 FBtr0075205 0 4305
14249 FBtr0075204 0 5059
14250 FBtr0075203 420 6012
14251 FBtr0075202 0 6012
14252 FBtr0075201 0 980
14253 FBtr0075200 0 2676
14254 FBtr0071188 0 2768
14255 FBtr0071189 0 1545
14256 FBtr0071180 0 2593
14257 FBtr0071181 168 2543
14258 FBtr0071183 64 1105
14259 FBtr0071184 0 5113
14260 FBtr0071185 0 2980
14261 FBtr0071186 70 1242
14262 FBtr0071187 84 1258
14263 FBtr0079759 48 2260
14264 FBtr0079758 0 1935
14265 FBtr0079755 0 1119
14266 FBtr0079754 110 963
14267 FBtr0079757 126 1962
14268 FBtr0079756 0 1141
14269 FBtr0079751 0 2025
14270 FBtr0079750 0 1140
14271 FBtr0079753 142 1878
14272 FBtr0079752 0 72
14273 FBtr0070583 0 2374
14274 FBtr0070582 0 2054
14275 FBtr0070587 0 1710
14276 FBtr0070586 134 1713
14277 FBtr0070584 0 2178
14278 FBtr0070589 0 2254
14279 FBtr0070588 344 3592
14280 FBtr0071232 0 631
14281 FBtr0071233 0 1117
14282 FBtr0071230 0 1579
14283 FBtr0071231 132 1575
14284 FBtr0071236 224 3101
14285 FBtr0071237 332 3227
14286 FBtr0071234 324 3442
14287 FBtr0071235 0 4089
14288 FBtr0071238 0 3241
14289 FBtr0071239 0 1114
14290 FBtr0077177 0 1923
14291 FBtr0077176 0 2273
14292 FBtr0077174 0 7989
14293 FBtr0077173 202 4580
14294 FBtr0077172 0 3036
14295 FBtr0077171 132 2101
14296 FBtr0077179 20 1082
14297 FBtr0077178 112 1849
14298 FBtr0072529 0 1933
14299 FBtr0072528 230 3100
14300 FBtr0072527 50 926
14301 FBtr0072526 64 929
14302 FBtr0072525 0 2502
14303 FBtr0072524 0 3966
14304 FBtr0072523 478 7834
14305 FBtr0072522 0 8960
14306 FBtr0072521 550 9020
14307 FBtr0072520 0 5932
14308 FBtr0088971 0 2135
14309 FBtr0088970 0 3104
14310 FBtr0088973 0 723
14311 FBtr0088972 0 716
14312 FBtr0088975 78 1617
14313 FBtr0088974 0 1586
14314 FBtr0088979 0 2124
14315 FBtr0084180 20 403
14316 FBtr0332786 0 556
14317 FBtr0332787 0 5056
14318 FBtr0332784 0 790
14319 FBtr0332785 104 1561
14320 FBtr0332782 26 455
14321 FBtr0332783 0 604
14322 FBtr0332780 0 546
14323 FBtr0332781 0 378
14324 FBtr0332788 0 4995
14325 FBtr0332789 0 5148
14326 FBtr0091512 268 3887
14327 FBtr0073698 86 1167
14328 FBtr0073699 134 2035
14329 FBtr0073696 0 1235
14330 FBtr0073697 0 2280
14331 FBtr0073694 90 1713
14332 FBtr0073695 0 1339
14333 FBtr0073692 0 1539
14334 FBtr0073693 0 1301
14335 FBtr0073690 0 2572
14336 FBtr0073691 0 675
14337 FBtr0070613 240 3375
14338 FBtr0070612 0 1994
14339 FBtr0070611 134 1796
14340 FBtr0070610 206 2812
14341 FBtr0070617 164 2457
14342 FBtr0070616 0 2559
14343 FBtr0070615 192 2706
14344 FBtr0070614 0 2706
14345 FBtr0309795 0 3686
14346 FBtr0076750 0 821
14347 FBtr0100225 0 1619
14348 FBtr0076751 0 2378
14349 FBtr0076752 0 1663
14350 FBtr0076753 0 1295
14351 FBtr0076754 348 5131
14352 FBtr0076755 0 3131
14353 FBtr0079852 0 5308
14354 FBtr0113048 0 453
14355 FBtr0113049 0 453
14356 FBtr0081722 204 3198
14357 FBtr0081721 172 3381
14358 FBtr0079853 0 834
14359 FBtr0113043 282 4097
14360 FBtr0113040 354 3838
14361 FBtr0113041 154 2331
14362 FBtr0113047 0 676
14363 FBtr0081729 0 2606
14364 FBtr0081728 84 1449
14365 FBtr0079851 0 5110
14366 FBtr0084891 0 1873
14367 FBtr0073296 134 2022
14368 FBtr0333388 0 3923
14369 FBtr0086979 70 1004
14370 FBtr0086976 166 2752
14371 FBtr0086975 0 2480
14372 FBtr0086974 0 3435
14373 FBtr0086973 116 1790
14374 FBtr0086972 0 1711
14375 FBtr0086971 0 8424
14376 FBtr0086970 0 8435
14377 FBtr0084896 114 1758
14378 FBtr0073298 0 2744
14379 FBtr0333386 0 3918
14380 FBtr0307159 0 1798
14381 FBtr0307158 0 6675
14382 FBtr0084897 0 3516
14383 FBtr0084236 0 1022
14384 FBtr0084237 0 1163
14385 FBtr0084234 28 1435
14386 FBtr0084235 68 1104
14387 FBtr0084232 0 82
14388 FBtr0084233 0 82
14389 FBtr0084230 0 1746
14390 FBtr0084231 0 1883
14391 FBtr0088562 0 2079
14392 FBtr0088560 154 2109
14393 FBtr0088561 0 2076
14394 FBtr0088566 262 3486
14395 FBtr0088567 56 689
14396 FBtr0088564 0 1648
14397 FBtr0084239 0 1752
14398 FBtr0112799 0 4233
14399 FBtr0112798 512 5560
14400 FBtr0112791 0 1854
14401 FBtr0112790 0 6060
14402 FBtr0112793 0 2704
14403 FBtr0112795 296 4628
14404 FBtr0112797 0 5667
14405 FBtr0112796 0 3507
14406 FBtr0088699 240 3704
14407 FBtr0088694 66 678
14408 FBtr0088695 0 2310
14409 FBtr0088690 0 1649
14410 FBtr0088691 0 540
14411 FBtr0088692 254 3070
14412 FBtr0114300 0 109
14413 FBtr0114301 0 107
14414 FBtr0114302 0 74
14415 FBtr0114303 0 106
14416 FBtr0114304 0 67
14417 FBtr0114305 0 116
14418 FBtr0114306 0 118
14419 FBtr0114307 0 128
14420 FBtr0114308 0 116
14421 FBtr0114309 0 116
14422 FBtr0083615 0 652
14423 FBtr0083617 0 1607
14424 FBtr0083616 0 858
14425 FBtr0083611 228 3155
14426 FBtr0083610 0 2386
14427 FBtr0083613 0 3143
14428 FBtr0083612 382 5016
14429 FBtr0083619 336 3253
14430 FBtr0083618 0 1557
14431 FBtr0087765 134 2121
14432 FBtr0087764 0 676
14433 FBtr0087767 0 1699
14434 FBtr0087766 78 1194
14435 FBtr0087761 0 1768
14436 FBtr0087760 180 2370
14437 FBtr0087763 80 1280
14438 FBtr0087762 0 1287
14439 FBtr0087769 54 2423
14440 FBtr0087768 0 3290
14441 FBtr0301911 0 4622
14442 FBtr0301910 0 7368
14443 FBtr0301912 0 3814
14444 FBtr0301915 0 5070
14445 FBtr0301914 0 6739
14446 FBtr0301917 0 5136
14447 FBtr0301916 0 5072
