geneID transcriptID
29941 FLT1 NM_001160031
29942 POMP NM_015932
29943 SLC46A3 NM_001135919
29944 SLC46A3 NM_181785
29945 MTUS2 NM_001033602
29946 MTUS2 NM_015233
29947 MTUS2-AS1 NR_046378
29948 SLC7A1 NM_003045
29949 UBL3 NM_007106
29950 LINC00297 NR_046510
29951 LINC00572 NR_047501
29952 LINC00544 NR_033889
29953 KATNAL1 NM_001014380
29954 KATNAL1 NM_032116
29955 LINC00426 NR_024464
29956 HMGB1 NM_002128
29957 USPL1 NM_005800
29958 ALOX5AP NM_001204406
29959 ALOX5AP NM_001629
29960 LINC00398 NR_047012
29961 LINC00545 NR_103813
29962 TEX26-AS1 NR_038287
29963 MEDAG NM_032849
29964 TEX26-AS1 NR_038288
29965 TEX26 NM_152325
29966 HSPH1 NM_006644
29967 HSPH1 NM_001286503
29968 HSPH1 NM_001286505
29969 HSPH1 NM_001286504
29970 B3GALTL NM_194318
29971 RXFP2 NM_001166058
29972 RXFP2 NM_130806
29973 EEF1DP3 NR_027062
29974 FRY-AS1 NR_103839
29975 FRY NM_023037
29976 ZAR1L NM_001136571
29977 BRCA2 NM_000059
29978 N4BP2L1 NM_001286459
29979 N4BP2L1 NM_001286460
29980 N4BP2L1 NM_001286461
29981 N4BP2L1 NM_052818
29982 N4BP2L1 NM_001079691
29983 N4BP2L2 NM_033111
29984 N4BP2L2 NM_001278432
29985 MINOS1P1 NR_051980
29986 N4BP2L2-IT2 NR_026928
29987 N4BP2L2 NM_014887
29988 PDS5B NM_015032
29989 LINC00423 NR_047020
29990 KL NM_004795
29991 STARD13 NM_052851
29992 STARD13 NM_178007
29993 STARD13 NM_001243476
29994 STARD13 NM_178006
29995 STARD13 NM_001243466
29996 STARD13 NM_001243474
29997 STARD13-AS NR_046693
29998 RFC3 NM_002915
29999 RFC3 NM_181558
30000 LINC00457 NR_047036
30001 NBEA NM_015678
30002 MAB21L1 NM_005584
30003 MIR548F5 NR_031646
30004 NBEA NM_001204197
30005 DCLK1 NM_001195416
30006 DCLK1 NM_001195415
30007 DCLK1 NM_004734
30008 DCLK1 NM_001195430
30009 SOHLH2 NM_017826
30010 CCDC169-SOHLH2 NM_001198910
30011 SOHLH2 NM_001282147
30012 CCDC169 NM_001144984
30013 CCDC169 NM_001198908
30014 CCDC169 NM_001144982
30015 CCDC169 NM_001144983
30016 CCDC169 NM_001144981
30017 CCDC169 NM_001144985
30018 CCDC169 NM_001144986
30019 SPG20 NM_015087
30020 SPG20 NM_001142294
30021 SPG20 NM_001142296
30022 SPG20 NM_001142295
30023 SPG20OS NR_045181
30024 SPG20OS NR_045180
30025 CCNA1 NM_001111047
30026 CCNA1 NM_001111046
30027 CCNA1 NM_003914
30028 CCNA1 NM_001111045
30029 SERTM1 NM_203451
30030 RFXAP NM_000538
30031 SMAD9 NM_001127217
30032 SMAD9 NM_005905
30033 ALG5 NM_001142364
30034 ALG5 NM_013338
30035 EXOSC8 NM_181503
30036 SUPT20H NM_001278481
30037 SUPT20H NM_001278480
30038 SUPT20H NM_017569
30039 SUPT20H NM_001278482
30040 SUPT20H NM_001014286
30041 CSNK1A1L NM_145203
30042 LINC00547 NR_040244
30043 POSTN NM_001135934
30044 POSTN NM_006475
30045 POSTN NM_001286666
30046 POSTN NM_001135935
30047 POSTN NM_001286665
30048 POSTN NM_001286667
30049 POSTN NM_001135936
30050 TRPC4 NM_001135957
30051 TRPC4 NM_001135956
30052 TRPC4 NM_001135955
30053 TRPC4 NM_003306
30054 TRPC4 NM_016179
30055 TRPC4 NM_001135958
30056 LINC00571 NR_047500
30057 UFM1 NR_104584
30058 UFM1 NR_104585
30059 UFM1 NM_016617
30060 UFM1 NM_001286705
30061 UFM1 NM_001286706
30062 UFM1 NM_001286703
30063 UFM1 NM_001286704
30064 LINC00366 NR_046999
30065 FREM2 NM_207361
30066 STOML3 NM_001144033
30067 STOML3 NM_145286
30068 PROSER1 NM_025138
30069 NHLRC3 NR_073109
30070 NHLRC3 NM_001017370
30071 NHLRC3 NM_001012754
30072 LHFP NM_005780
30073 COG6 NM_020751
30074 COG6 NM_001145079
30075 COG6 NR_026745
30076 MIR4305 NR_036190
30077 LINC00332 NR_046870
30078 LINC00548 NR_033877
30079 LINC00598 NR_024506
30080 LINC00598 NR_024507
30081 LINC00598 NR_024505
30082 FOXO1 NM_002015
30083 MIR320D1 NR_031723
30084 MRPS31 NM_005830
30085 SLC25A15 NM_014252
30086 TPTE2P5 NR_038258
30087 TPTE2P5 NR_038259
30088 MIR621 NR_030352
30089 SUGT1P3 NR_003365
30090 ELF1 NM_001145353
30091 ELF1 NM_172373
30092 WBP4 NM_007187
30093 KBTBD6 NM_152903
30094 LOC101929140 NR_120423
30095 KBTBD7 NM_032138
30096 MTRF1 NM_004294
30097 NAA16 NM_001110798
30098 NAA16 NM_018527
30099 NAA16 NM_024561
30100 OR7E37P NR_002163
30101 RGCC NM_014059
30102 VWA8 NM_015058
30103 MIR5006 NR_049803
30104 VWA8 NM_001009814
30105 VWA8-AS1 NR_039974
30106 DGKH NM_001204504
30107 DGKH NM_152910
30108 DGKH NM_178009
30109 DGKH NM_001204505
30110 DGKH NM_001204506
30111 AKAP11 NM_016248
30112 TNFSF11 NM_033012
30113 TNFSF11 NM_003701
30114 FAM216B NM_182508
30115 EPSTI1 NM_033255
30116 EPSTI1 NM_001002264
30117 DNAJC15 NM_013238
30118 LINC00400 NR_047013
30119 ENOX1 NM_017993
30120 ENOX1 NM_001242863
30121 ENOX1 NM_001127615
30122 ENOX1-AS2 NR_120399
30123 CCDC122 NM_144974
30124 LACC1 NM_001128303
30125 LACC1 NM_153218
30126 LINC00284 NR_026955
30127 SMIM2-AS1 NR_104065
30128 SMIM2-AS1 NR_104064
30129 SMIM2 NM_024058
30130 SMIM2-IT1 NR_046843
30131 MIR8079 NR_107046
30132 SERP2 NM_001010897
30133 TUSC8 NR_104174
30134 TSC22D1 NM_001243799
30135 TSC22D1 NM_006022
30136 TSC22D1 NM_001243798
30137 TSC22D1 NM_183422
30138 TSC22D1 NM_001243797
30139 TSC22D1-AS1 NR_038381
30140 LINC00330 NR_038433
30141 NUFIP1 NM_012345
30142 GPALPP1 NM_018559
30143 LOC101929259 NR_120424
30144 GTF2F2 NM_004128
30145 KCTD4 NM_198404
30146 TPT1 NM_001286273
30147 TPT1 NM_003295
30148 TPT1 NM_001286272
30149 SNORA31 NR_002967
30150 TPT1-AS1 NR_024458
30151 SLC25A30 NM_001286806
30152 SLC25A30 NM_001010875
30153 SLC25A30 NM_001286807
30154 SLC25A30-AS1 NR_047031
30155 COG3 NM_031431
30156 ERICH6B NM_182542
30157 SPERT NM_152719
30158 SPERT NM_001286341
30159 SPERT NM_001286342
30160 SIAH3 NM_198849
30161 ZC3H13 NM_015070
30162 CPB2-AS1 NR_046227
30163 CPB2-AS1 NR_046226
30164 CPB2 NM_001872
30165 CPB2 NM_001278541
30166 LCP1 NM_002298
30167 LRRC63 NM_001282460
30168 LINC00563 NR_047493
30169 KIAA0226L NM_025113
30170 KIAA0226L NM_001286765
30171 KIAA0226L NM_001286766
30172 KIAA0226L NM_001286762
30173 KIAA0226L NM_001286761
30174 KIAA0226L NM_001286764
30175 KIAA0226L NM_001286763
30176 LOC101929344 NR_120426
30177 LRCH1 NM_001164211
30178 LRCH1 NM_001164213
30179 LRCH1 NM_015116
30180 ESD NM_001984
30181 HTR2A NM_001165947
30182 HTR2A NM_000621
30183 HTR2A-AS1 NR_103752
30184 HTR2A-AS1 NR_046612
30185 SUCLA2 NM_003850
30186 NUDT15 NM_018283
30187 MED4 NM_014166
30188 MED4 NM_001270629
30189 MED4-AS1 NR_046511
30190 ITM2B NM_021999
30191 LINC00441 NR_046414
30192 RB1 NM_000321
30193 LPAR6 NM_001162497
30194 LPAR6 NM_005767
30195 LPAR6 NM_001162498
30196 RCBTB2 NM_001286830
30197 RCBTB2 NM_001268
30198 RCBTB2 NM_001286832
30199 RCBTB2 NM_001286831
30200 LINC00462 NR_051983
30201 CYSLTR2 NM_020377
30202 FNDC3A NM_001079673
30203 FNDC3A NR_103528
30204 FNDC3A NM_001278438
30205 FNDC3A NM_014923
30206 MLNR NM_001507
30207 CDADC1 NR_036439
30208 CDADC1 NM_001193478
30209 CDADC1 NM_030911
30210 CAB39L NM_001287337
30211 CAB39L NM_001287339
30212 CAB39L NM_001287338
30213 CAB39L NM_001079670
30214 CAB39L NM_030925
30215 SETDB2 NM_031915
30216 SETDB2 NM_001160308
30217 PHF11 NM_001040443
30218 PHF11 NM_001040444
30219 RCBTB1 NM_018191
30220 ARL11 NM_138450
30221 EBPL NR_103802
30222 EBPL NM_032565
30223 EBPL NM_001278636
30224 EBPL NR_103803
30225 KPNA3 NM_002267
30226 CTAGE10P NR_003268
30227 SPRYD7 NM_001127482
30228 SPRYD7 NM_020456
30229 SPRYD7 NR_023351
30230 DLEU2 NR_002612
30231 MIR3613 NR_037407
30232 TRIM13 NM_005798
30233 TRIM13 NM_052811
30234 TRIM13 NM_001007278
30235 TRIM13 NM_213590
30236 KCNRG NM_173605
30237 KCNRG NM_199464
30238 MIR16-1 NR_029486
30239 MIR15A NR_029485
30240 DLEU1 NR_109973
30241 DLEU1 NR_002605
30242 DLEU1 NR_109974
30243 ST13P4 NR_002183
30244 DLEU7 NM_198989
30245 DLEU7-AS1 NR_046551
30246 RNASEH2B-AS1 NR_046552
30247 RNASEH2B NM_001142279
30248 RNASEH2B NM_024570
30249 GUCY1B2 NR_003923
30250 LINC00371 NR_102432
30251 LINC00371 NR_102431
30252 FAM124A NM_145019
30253 FAM124A NM_001242312
30254 SERPINE3 NM_001101320
30255 MIR5693 NR_049878
30256 INTS6 NM_001039937
30257 INTS6 NM_012141
30258 INTS6 NM_001039938
30259 INTS6-AS1 NR_103812
30260 MIR4703 NR_039852
30261 WDFY2 NM_052950
30262 DHRS12 NM_001270424
30263 DHRS12 NM_024705
30264 DHRS12 NM_001031719
30265 LINC00282 NR_027047
30266 LINC00282 NR_027048
30267 CCDC70 NM_031290
30268 ATP7B NM_001005918
30269 ATP7B NM_000053
30270 ATP7B NM_001243182
30271 ALG11 NR_036571
30272 ALG11 NM_001004127
30273 UTP14C NM_021645
30274 NEK5 NM_199289
30275 LOC101929657 NR_110306
30276 NEK3 NM_152720
30277 NEK3 NM_002498
30278 NEK3 NM_001146099
30279 NEK3 NR_027415
30280 MRPS31P5 NR_002816
30281 MRPS31P5 NR_051963
30282 MRPS31P5 NR_051965
30283 MRPS31P5 NR_051964
30284 LOC103191607 NR_120400
30285 THSD1 NM_199263
30286 THSD1 NM_018676
30287 VPS36 NM_016075
30288 VPS36 NM_001282169
30289 VPS36 NM_001282168
30290 CKAP2 NM_018204
30291 CKAP2 NM_001286687
30292 CKAP2 NM_001098525
30293 CKAP2 NM_001286686
30294 TPTE2P3 NR_002793
30295 HNRNPA1L2 NM_001011725
30296 HNRNPA1L2 NM_001011724
30297 SUGT1 NM_006704
30298 SUGT1 NM_001130912
30299 LECT1 NM_001011705
30300 LECT1 NM_007015
30301 MIR759 NR_031582
30302 PCDH8 NM_002590
30303 PCDH8 NM_032949
30304 OLFM4 NM_006418
30305 LINC00558 NR_047488
30306 LINC00458 NR_108062
30307 LINC00458 NR_108063
30308 MIR1297 NR_031628
30309 MIR5007 NR_049804
30310 PRR20E NM_001130407_4
30311 PRR20B NM_001130404
30312 PRR20D NM_001130406
30313 PRR20C NM_001130405_2
30314 PRR20A NM_198441_3
30315 PRR20A NM_198441_1
30316 PRR20C NM_001130405_3
30317 PRR20D NM_001130406_1
30318 PRR20E NM_001130407_3
30319 PRR20B NM_001130404_1
30320 PRR20E NM_001130407_1
30321 PRR20A NM_198441_2
30322 PRR20D NM_001130406_4
30323 PRR20B NM_001130404_2
30324 PRR20C NM_001130405
30325 PRR20B NM_001130404_3
30326 PRR20C NM_001130405_4
30327 PRR20E NM_001130407_2
30328 PRR20D NM_001130406_2
30329 PRR20A NM_198441_4
30330 PRR20A NM_198441
30331 PRR20C NM_001130405_1
30332 PRR20D NM_001130406_3
30333 PRR20B NM_001130404_4
30334 PRR20E NM_001130407
30335 PCDH17 NM_001040429
30336 LOC101926897 NR_120416
30337 DIAPH3 NM_001258366
30338 DIAPH3 NM_001258368
30339 DIAPH3 NM_001258367
30340 DIAPH3 NM_001042517
30341 DIAPH3 NM_001258369
30342 DIAPH3 NM_030932
30343 DIAPH3 NM_001258370
30344 DIAPH3-AS1 NR_046539
30345 DIAPH3-AS1 NR_109838
30346 DIAPH3-AS1 NR_051994
30347 DIAPH3-AS1 NR_051993
30348 DIAPH3-AS1 NR_109839
30349 DIAPH3-AS2 NR_046540
30350 TDRD3 NM_030794
30351 TDRD3 NM_001146071
30352 TDRD3 NM_001146070
30353 LINC00378 NR_047003
30354 MIR3169 NR_036128
30355 PCDH20 NM_022843
30356 LINC00358 NR_046995
30357 LINC00448 NR_047029
30358 LINC00448 NR_120403
30359 LINC00448 NR_120404
30360 LINC00395 NR_047011
30361 OR7E156P NR_002171
30362 PCDH9 NM_203487
30363 PCDH9 NM_020403
30364 PCDH9-AS2 NR_046527
30365 PCDH9-AS3 NR_046636
30366 PCDH9-AS4 NR_046637
30367 LINC00550 NR_038878
30368 KLHL1 NM_001286725
30369 KLHL1 NM_020866
30370 ATXN8OS NR_002717
30371 LINC00348 NR_047699
30372 DACH1 NM_080759
30373 DACH1 NM_004392
30374 DACH1 NM_080760
30375 MZT1 NM_001071775
30376 BORA NM_024808
30377 BORA NM_001286747
30378 BORA NM_001286746
30379 DIS3 NM_014953
30380 DIS3 NM_001128226
30381 PIBF1 NM_006346
30382 KLF5 NM_001286818
30383 KLF5 NM_001730
30384 LINC00392 NR_047009
30385 KLF12 NM_007249
30386 LINC00381 NR_047005
30387 LINC00347 NR_034025
30388 LINC00347 NR_034024
30389 CTAGE11P NR_027466
30390 TBC1D4 NM_014832
30391 TBC1D4 NM_001286659
30392 TBC1D4 NM_001286658
30393 COMMD6 NM_203497
30394 COMMD6 NM_203495
30395 COMMD6 NM_001287393
30396 COMMD6 NM_001287394
30397 COMMD6 NM_001287392
30398 UCHL3 NM_001270952
30399 UCHL3 NM_006002
30400 LMO7-AS1 NR_120411
30401 LMO7-AS1 NR_120412
30402 LMO7-AS1 NR_120410
30403 LMO7 NM_005358
30404 LMO7 NM_015842
30405 LMO7DN NM_001257995
30406 KCTD12 NM_138444
30407 BTF3P11 NR_026983
30408 IRG1 NM_001258406
30409 CLN5 NM_006493
30410 FBXL3 NM_012158
30411 MYCBP2 NM_015057
30412 MYCBP2-AS1 NR_046716
30413 SCEL NM_003843
30414 SCEL NM_001160706
30415 SCEL NM_144777
30416 SLAIN1 NM_001242868
30417 MIR3665 NR_037438
30418 SLAIN1 NM_001040153
30419 SLAIN1 NM_144595
30420 SLAIN1 NM_001242871
30421 SLAIN1 NM_001242869
30422 SLAIN1 NM_001242870
30423 EDNRB-AS1 NR_103853
30424 EDNRB NM_003991
30425 EDNRB NM_001201397
30426 EDNRB NM_001122659
30427 EDNRB NM_000115
30428 LINC01069 NR_108076
30429 LINC00446 NR_047028
30430 RNF219-AS1 NR_047001
30431 POU4F1 NM_006237
30432 RNF219 NM_024546
30433 LINC00331 NR_046869
30434 RBM26 NM_001286631
30435 RBM26 NM_001286632
30436 RBM26 NM_022118
30437 RBM26-AS1 NR_038991
30438 NDFIP2-AS1 NR_046685
30439 NDFIP2 NM_019080
30440 NDFIP2 NM_001161407
30441 LINC00382 NR_120413
30442 LINC01080 NR_104138
30443 SPRY2 NM_005842
30444 SLITRK1 NM_001281503
30445 SLITRK1 NM_052910
30446 LINC00333 NR_046871
30447 LINC00351 NR_046989
30448 SLITRK6 NM_032229
30449 MIR4500HG NR_033829
30450 MIR4500 NR_039722
30451 SLITRK5 NM_015567
30452 LINC00397 NR_104059
30453 LINC00433 NR_047021
30454 LINC00353 NR_046991
30455 LINC00559 NR_047489
30456 MIR622 NR_030754
30457 LINC01049 NR_120414
30458 LINC00410 NR_027039
30459 LINC00380 NR_104057
30460 LINC00379 NR_047004
30461 MIR17HG NR_027350
30462 MIR17HG NR_027349
30463 MIR17 NR_029487
30464 MIR18A NR_029488
30465 MIR19A NR_029489
30466 MIR20A NR_029492
30467 MIR19B1 NR_029490
30468 MIR92A1 NR_029508
30469 GPC5 NM_004466
30470 GPC5-AS2 NR_120382
30471 GPC5-AS1 NR_046520
30472 GPC5-AS1 NR_049776
30473 GPC5-AS1 NR_049775
30474 GPC6 NM_005708
30475 GPC6-AS2 NR_046536
30476 GPC6-AS1 NR_046535
30477 DCT NM_001129889
30478 DCT NM_001922
30479 TGDS NM_014305
30480 GPR180 NM_180989
30481 LOC101927248 NR_120417
30482 SOX21 NM_007084
30483 SOX21-AS1 NR_046514
30484 LOC101927284 NR_110754
30485 ABCC4 NM_005845
30486 ABCC4 NM_001105515
30487 CLDN10 NM_001160100
30488 CLDN10 NM_182848
30489 CLDN10-AS1 NR_046533
30490 CLDN10 NM_006984
30491 DZIP1 NM_198968
30492 DZIP1 NM_014934
30493 DNAJC3 NM_006260
30494 UGGT2 NM_020121
30495 HS6ST3 NM_153456
30496 LINC00359 NR_051966
30497 OXGR1 NM_080818
30498 MBNL2 NM_207304
30499 MBNL2 NM_144778
30500 RAP2A NM_021033
30501 IPO5 NM_002271
30502 FARP1 NM_001286839
30503 FARP1 NM_001001715
30504 FARP1 NM_005766
30505 RNF113B NM_178861
30506 MIR3170 NR_036129
30507 STK24 NM_001032296
30508 STK24 NM_001286649
30509 STK24 NM_003576
30510 SLC15A1 NM_005073
30511 DOCK9 NM_015296
30512 DOCK9 NM_001130048
30513 DOCK9-AS1 NR_046663
30514 DOCK9 NM_001130049
30515 DOCK9 NM_001130050
30516 DOCK9-AS2 NR_047482
30517 UBAC2-AS1 NR_036531
30518 UBAC2-AS1 NR_036532
30519 UBAC2 NM_001144072
30520 UBAC2 NR_026644
30521 UBAC2 NM_177967
30522 MIR548AN NR_039765
30523 GPR18 NM_005292
30524 GPR18 NM_001098200
30525 GPR183 NM_004951
30526 FKSG29 NR_024013
30527 MIR623 NR_030353
30528 LINC01232 NR_110731
30529 TM9SF2 NM_004800
30530 CLYBL NR_104592
30531 CLYBL NM_206808
30532 MIR4306 NR_036191
30533 CLYBL-AS2 NR_046526
30534 CLYBL-AS1 NR_120383
30535 CLYBL-AS1 NR_120384
30536 CLYBL-AS1 NR_046525
30537 LOC101927437 NR_120421
30538 ZIC5 NM_033132
30539 ZIC2 NM_007129
30540 LINC00554 NR_047483
30541 PCCA NM_000282
30542 PCCA NM_001127692
30543 PCCA NM_001178004
30544 PCCA-AS1 NR_047686
30545 GGACT NM_033110
30546 GGACT NM_001195087
30547 TMTC4 NM_001079669
30548 TMTC4 NM_001286453
30549 TMTC4 NM_032813
30550 NALCN-AS1 NR_047687
30551 LINC00411 NR_047015
30552 NALCN NM_052867
30553 ITGBL1 NM_001271754
30554 ITGBL1 NM_004791
30555 ITGBL1 NM_001271755
30556 ITGBL1 NM_001271756
30557 FGF14 NM_004115
30558 FGF14 NM_175929
30559 MIR2681 NR_039603
30560 MIR4705 NR_039854
30561 FGF14-IT1 NR_036486
30562 FGF14-AS2 NR_036487
30563 TPP2 NM_003291
30564 METTL21C NM_001010977
30565 CCDC168 NM_001146197
30566 TEX30 NM_001286776
30567 TEX30 NM_001286775
30568 TEX30 NR_104590
30569 TEX30 NM_138779
30570 KDELC1 NM_024089
30571 BIVM NM_001159596
30572 BIVM NM_017693
30573 BIVM-ERCC5 NM_001204425
30574 ERCC5 NM_000123
30575 METTL21EP NR_026965
30576 SLC10A2 NM_000452
30577 MIR548AS NR_049840
30578 DAOA-AS1 NR_040247
30579 DAOA NM_001161814
30580 DAOA NM_001161812
30581 DAOA NM_172370
30582 LINC00343 NR_120418
30583 LINC00343 NR_046391
30584 LINC00460 NR_034119
30585 EFNB2 NM_004093
30586 ARGLU1 NM_018011
30587 LINC00551 NR_051977
30588 LINC00443 NR_047026
30589 FAM155A NM_001080396
30590 FAM155A-IT1 NR_046848
30591 LIG4 NM_206937
30592 LIG4 NM_001098268
30593 LIG4 NM_002312
30594 ABHD13 NM_032859
30595 TNFSF13B NM_001145645
30596 TNFSF13B NM_006573
30597 MYO16 NM_015011
30598 MYO16 NM_001198950
30599 MYO16-AS1 NR_047700
30600 LINC00676 NR_103846
30601 IRS2 NM_003749
30602 COL4A1 NM_001845
30603 COL4A2 NM_001846
30604 MIR8073 NR_107040
30605 COL4A2-AS1 NR_046583
30606 RAB20 NM_017817
30607 CARKD NR_040103
30608 CARKD NM_001242882
30609 CARKD NM_001242883
30610 CARKD NR_040104
30611 CARKD NM_018210
30612 CARKD NM_001242881
30613 CARS2 NM_024537
30614 ING1 NM_198217
30615 ING1 NM_198218
30616 ING1 NM_198219
30617 ING1 NM_005537
30618 ING1 NM_001267728
30619 LINC00346 NR_027701
30620 ANKRD10 NR_104587
30621 ANKRD10 NM_017664
30622 ANKRD10 NM_001286721
30623 ANKRD10 NR_104586
30624 LINC00368 NR_120415
30625 ARHGEF7 NM_001113512
30626 ARHGEF7 NM_145735
30627 ARHGEF7 NM_001113511
30628 ARHGEF7-AS1 NR_046516
30629 LOC101060553 NR_120398
30630 ARHGEF7 NM_003899
30631 ARHGEF7 NM_001113513
30632 TEX29 NM_152324
30633 LINC00354 NR_046992
30634 LINC00354 NR_120401
30635 LINC00403 NR_120392
30636 SOX1 NM_005986
30637 LINC00403 NR_120394
30638 LINC01070 NR_108094
30639 LOC101928730 NR_120422
30640 SPACA7 NM_145248
30641 TUBGCP3 NM_006322
30642 TUBGCP3 NM_001286277
30643 TUBGCP3 NM_001286278
30644 TUBGCP3 NM_001286279
30645 ATP11AUN NM_207440
30646 ATP11A NM_015205
30647 ATP11A NM_032189
30648 ATP11A-AS1 NR_046661
30649 ATP11A-AS1 NR_109811
30650 MCF2L-AS1 NR_034002
30651 MCF2L NM_001112732
30652 MCF2L NM_024979
30653 F7 NR_051961
30654 F7 NM_001267554
30655 F7 NM_000131
30656 F7 NM_019616
30657 F10 NM_000504
30658 PROZ NM_003891
30659 PROZ NM_001256134
30660 PCID2 NM_018386
30661 PCID2 NM_001127203
30662 PCID2 NM_001258212
30663 PCID2 NM_001127202
30664 PCID2 NM_001258213
30665 CUL4A NM_001278513
30666 CUL4A NM_001278514
30667 CUL4A NM_003589
30668 CUL4A NM_001008895
30669 MIR8075 NR_107042
30670 LAMP1 NM_005561
30671 GRTP1 NM_024719
30672 GRTP1 NM_001286733
30673 GRTP1 NM_001286732
30674 GRTP1-AS1 NR_120385
30675 GRTP1-AS1 NR_046541
30676 ADPRHL1 NM_199162
30677 ADPRHL1 NM_138430
30678 DCUN1D2 NM_001014283
30679 TMCO3 NM_017905
30680 TFDP1 NR_026580
30681 TFDP1 NM_007111
30682 ATP4B NM_000705
30683 GRK1 NM_002929
30684 LINC00552 NR_028064
30685 TMEM255B NM_182614
30686 GAS6-AS1 NR_044995
30687 GAS6 NM_001143945
30688 GAS6 NM_001143946
30689 GAS6 NM_000820
30690 GAS6-AS2 NR_044993
30691 LINC00452 NM_001278674
30692 LINC00565 NR_047495
30693 RASA3 NM_007368
30694 CDC16 NM_001078645
30695 CDC16 NM_003903
30696 UPF3A NM_023011
30697 UPF3A NM_080687
30698 CHAMP1 NM_032436
30699 CHAMP1 NM_001164145
30700 CHAMP1 NM_001164144
30701 OR11H12 NM_001013354
30702 LOC642426 NR_046104
30703 POTEG NR_027480
30704 POTEG NM_001005356
30705 LOC101929572 NR_110504
30706 POTEH-AS1 NR_046571
30707 DUXAP10 NR_110526
30708 BMS1P18 NR_073459_1
30709 BMS1P17 NR_073460
30710 DUXAP10 NR_110526_1
30711 BMS1P18 NR_073459
30712 BMS1P17 NR_073460_1
30713 POTEM NM_001145442
30714 LOC100508046 NR_110505
30715 OR11H2 NM_001197287
30716 OR4Q3 NM_172194
30717 OR4M1 NM_001005500
30718 OR4N2 NM_001004723
30719 OR4K2 NM_001005501
30720 OR4K5 NM_001005483
30721 OR4K1 NM_001004063
30722 OR4K15 NM_001005486
30723 OR4K14 NM_001004712
30724 OR4K13 NM_001004714
30725 OR4L1 NM_001004717
30726 OR4K17 NM_001004715
30727 OR4N5 NM_001004724
30728 OR11G2 NM_001005503
30729 OR11H6 NM_001004480
30730 OR11H4 NM_001004479
30731 TTC5 NM_138376
30732 CCNB1IP1 NM_182849
30733 CCNB1IP1 NM_182852
30734 CCNB1IP1 NM_021178
30735 SNORD126 NR_003693
30736 RPPH1 NR_002312
30737 PARP2 NM_001042618
30738 PARP2 NM_005484
30739 TEP1 NM_007110
30740 KLHL33 NM_001109997
30741 OSGEP NM_017807
30742 APEX1 NM_080648
30743 APEX1 NM_080649
30744 APEX1 NM_001244249
30745 APEX1 NM_001641
30746 TMEM55B NM_001100814
30747 TMEM55B NM_144568
30748 PNP NM_000270
30749 RNASE10 NM_001012975
30750 RNASE9 NM_001110357
30751 RNASE9 NM_001110361
30752 RNASE9 NM_001110358
30753 RNASE9 NM_001001673
30754 RNASE9 NM_001110356
30755 RNASE9 NM_001110360
30756 RNASE9 NM_001110359
30757 RNASE9 NM_001289110
30758 RNASE11 NM_145250
30759 RNASE12 NM_001024822
30760 OR6S1 NM_001001968
30761 ANG NM_001145
30762 RNASE4 NM_001282193
30763 RNASE4 NM_001282192
30764 RNASE4 NM_002937
30765 ANG NM_001097577
30766 RNASE4 NM_194431
30767 EDDM3A NM_006683
30768 EDDM3B NM_022360
30769 RNASE6 NM_005615
30770 RNASE1 NM_002933
30771 RNASE1 NM_198232
30772 RNASE1 NM_198234
30773 RNASE1 NM_198235
30774 RNASE3 NM_002935
30775 ECRP NR_033909
30776 RNASE2 NM_002934
30777 METTL17 NM_022734
30778 METTL17 NM_001029991
30779 LOC101929718 NR_110139
30780 SLC39A2 NM_001256588
30781 SLC39A2 NM_014579
30782 NDRG2 NM_001282216
30783 NDRG2 NM_001282213
30784 NDRG2 NM_201539
30785 NDRG2 NM_201536
30786 NDRG2 NM_201541
30787 NDRG2 NM_001282215
30788 NDRG2 NM_001282212
30789 NDRG2 NM_016250
30790 NDRG2 NM_201535
30791 NDRG2 NM_001282214
30792 NDRG2 NM_201540
30793 NDRG2 NM_201538
30794 NDRG2 NM_001282211
30795 NDRG2 NM_201537
30796 MIR6717 NR_106774
30797 TPPP2 NM_173846
30798 RNASE13 NM_001012264
30799 RNASE7 NM_032572
30800 RNASE8 NM_138331
30801 ARHGEF40 NM_018071
30802 ARHGEF40 NM_001278529
30803 ARHGEF40 NM_001278530
30804 ZNF219 NM_016423
30805 ZNF219 NM_001101672
30806 ZNF219 NM_001102454
30807 TMEM253 NM_001146683
30808 OR5AU1 NM_001004731
30809 LINC00641 NR_038971
30810 LINC00641 NR_038970
30811 HNRNPC NM_001077443
30812 HNRNPC NM_004500
30813 HNRNPC NM_001077442
30814 HNRNPC NM_031314
30815 RPGRIP1 NM_020366
30816 SUPT16H NM_007192
30817 CHD8 NM_020920
30818 CHD8 NM_001170629
30819 SNORD9 NR_003029
30820 SNORD8 NR_002916
30821 RAB2B NR_028074
30822 RAB2B NM_001163380
30823 RAB2B NM_032846
30824 TOX4 NM_014828
30825 METTL3 NM_019852
30826 SALL2 NR_111966
30827 SALL2 NM_001291447
30828 SALL2 NR_111967
30829 SALL2 NM_001291446
30830 SALL2 NM_005407
30831 OR10G3 NM_001005465
30832 OR10G2 NM_001005466
30833 OR4E2 NM_001001912
30834 DAD1 NM_001344
30835 ABHD4 NM_022060
30836 OXA1L NM_005015
30837 SLC7A7 NM_001126105
30838 SLC7A7 NM_001126106
30839 SLC7A7 NR_040448
30840 MRPL52 NM_180982
30841 MRPL52 NM_178336
30842 MRPL52 NM_181307
