counter txid length
29591 NR_047116 652
29592 NM_001135048 3777
29593 NM_001135049 3944
29594 NM_001174117 8688
29595 NM_001130678 3406
29596 NM_001130679 4842
29597 NM_001174116 10599
29598 NM_001142604 2195
29599 NM_001142605 4058
29600 NM_001130674 5356
29601 NM_001130675 2822
29602 NM_001142602 1866
29603 NM_001142603 4165
29604 NR_024225_1 121
29605 NM_001122964 5608
29606 NM_001114938 2250
29607 NM_001114937 2508
29608 NR_110893 2926
29609 NM_001261427 5584
29610 NM_001261424 3053
29611 NM_001261425 3032
29612 NM_001261422 2538
29613 NM_001261423 2472
29614 NM_001261420 2697
29615 NM_001261421 2598
29616 NR_110899 3247
29617 NR_110898 1596
29618 NM_001261428 5613
29619 NM_001261429 2139
29620 NM_001286775 1191
29621 NM_001286774 705
29622 NM_001286777 3701
29623 NM_001286776 1322
29624 NM_001286771 9006
29625 NM_001286770 2712
29626 NM_001286773 707
29627 NM_001286772 3528
29628 NM_001145078 9999
29629 NM_001145079 5257
29630 NM_001286779 3601
29631 NM_001286778 3817
29632 NM_001100428 3614
29633 NM_001100429 3611
29634 NM_001100422 6321
29635 NM_001100423 6271
29636 NM_001100420 5433
29637 NM_001100421 5370
29638 NM_001100426 3761
29639 NM_001100427 3758
29640 NM_001100424 6114
29641 NM_001100425 4224
29642 NM_005413 2523
29643 NM_005412 2295
29644 NM_005411 2215
29645 NM_005410 2086
29646 NM_005417 4113
29647 NM_005416 986
29648 NM_005415 3377
29649 NM_005414 7199
29650 NM_005419 4550
29651 NM_005418 4544
29652 NM_001005284 984
29653 NM_001289175_6 2712
29654 NM_001243523 577
29655 NM_001005285 963
29656 NM_001243526 1322
29657 NM_001005282 936
29658 NM_001283052 3151
29659 NM_207181 2747
29660 NR_038111 2435
29661 NR_072985 2084
29662 NM_001283051 2952
29663 NM_207186 995
29664 NM_207189 3347
29665 NR_038118 4225
29666 NR_024225_5 121
29667 NR_072983 1962
29668 NM_133261 4317
29669 NM_032268 4633
29670 NR_110278 1091
29671 NM_032266 6201
29672 NM_032264 3814
29673 NR_110274 806
29674 NR_110273 944
29675 NM_032263 2258
29676 NR_110271 725
29677 NR_110270 2346
29678 NM_001202450 1870
29679 NM_139202 3599
29680 NM_001283059 3118
29681 NM_001202456 2606
29682 NM_001202457 2596
29683 NM_001283058 3138
29684 NR_110413_1 2939
29685 NR_024569 4981
29686 NM_001023563 10126
29687 NM_001144382 4151
29688 NM_001023561 2929
29689 NM_001023560 2836
29690 NM_001023567 4270
29691 NR_024566 4911
29692 NR_024565 5134
29693 NM_080685 8577
29694 NM_080684 7989
29695 NM_080687 2287
29696 NR_024564 1789
29697 NM_001145928 4173
29698 NM_080683 8562
29699 NM_080682 2927
29700 NM_003312 1137
29701 NM_001185127 5152
29702 NM_001008237 819
29703 NR_049724 4821
29704 NR_049725 3306
29705 NR_049726 1620
29706 NR_024561 3681
29707 NR_049723 640
29708 NR_024560 3016
29709 NR_049728 1033
29710 NR_049729 2258
29711 NM_001144038 1546
29712 NM_001144030 3826
29713 NR_026973_4 689
29714 NM_001144032 785
29715 NM_001144035 2395
29716 NM_001144034 2398
29717 NM_001144037 1681
29718 NM_001144036 2086
29719 NM_153616 5874
29720 NM_001283015 2074
29721 NM_032846 2928
29722 NM_004859 8575
29723 NM_012283 1401
29724 NM_001254749 5939
29725 NM_033131 2972
29726 NR_106753 50
29727 NM_033133 5222
29728 NM_001920 2288
29729 NM_033135 3975
29730 NR_037716 807
29731 NM_033137 3507
29732 NM_033136 4049
29733 NM_033139 4282
29734 NM_033138 5232
29735 NR_037717 1909
29736 NR_106751 84
29737 NM_001270699 4716
29738 NM_001270698 4874
29739 NM_012284 3853
29740 NR_106757 76
29741 NM_001270691 2323
29742 NM_012285 3923
29743 NM_001270697 4964
29744 NM_001270696 5015
29745 NM_001270695 5090
29746 NM_004851 1392
29747 NM_004852 16122
29748 NM_004158 471
29749 NM_004853 968
29750 NM_001385 2123
29751 NM_001928 1159
29752 NR_045405 5861
29753 NR_045407 388
29754 NR_045406 2051
29755 NR_045409 336
29756 NR_045408 429
29757 NM_138565 3170
29758 NM_138567 1558
29759 NM_001009181 570
29760 NM_001009183 1300
29761 NM_001009182 1314
29762 NM_001009185 6538
29763 NM_138569 1815
29764 NM_001009186 2529
29765 NM_001190438 3100
29766 NM_001153690 1915
29767 NR_002952 133
29768 NR_002953 131
29769 NR_002950 135
29770 NR_002951 137
29771 NR_002956 135
29772 NR_002957 133
29773 NR_002954 147
29774 NR_002955 134
29775 NR_002958 133
29776 NR_002959 132
29777 NM_015667_1 4223
29778 NM_015667_2 4223
29779 NM_017861 3039
29780 NM_017860 2028
29781 NM_017863 2161
29782 NM_017865 1977
29783 NM_017864 3389
29784 NM_017867 1216
29785 NR_110328 2373
29786 NM_003516_1 534
29787 NM_017868 2315
29788 NM_001256758 4852
29789 NR_046989 1001
29790 NM_001889 2264
29791 NM_001884 4678
29792 NM_001885 979
29793 NM_001886 811
29794 NR_046986 494
29795 NM_001880 4176
29796 NM_001881 1289
29797 NM_001882 1838
29798 NM_001883 2998
29799 NM_001013638 1209
29800 NM_001291824 3528
29801 NM_001013630 1575
29802 NM_001013631 1108
29803 NM_001013632 1264
29804 NM_001013635 2344
29805 NR_110321 1438
29806 NM_198125 588
29807 NM_032331 990
29808 NM_001190388 5091
29809 NM_144687 3863
29810 NR_110322 2441
29811 NM_001198588 3180
29812 NM_173159 5894
29813 NM_152641 8466
29814 NM_173156 5926
29815 NM_173157 2529
29816 NM_153500 5431
29817 NM_032335 1210
29818 NM_152832 1409
29819 NM_152643 6773
29820 NM_001129828 796
29821 NM_001195520 874
29822 NM_001291826 3436
29823 NM_001159699 2442
29824 NM_001159694 3998
29825 NM_001291829 2255
29826 NR_046329 3338
29827 NM_148957 4492
29828 NM_001160031 1911
29829 NM_001160030 2968
29830 NM_001160037 4957
29831 NM_001160036 5261
29832 NR_046321 1293
29833 NR_046320 1294
29834 NR_046323 1998
29835 NR_046322 2483
29836 NR_046325 764
29837 NR_046324 3156
29838 NR_046327 3279
29839 NR_046326 650
29840 NR_002171 2647
29841 NM_001291828 3138
29842 NM_181684 739
29843 NM_016400 1333
29844 NM_016401 1137
29845 NM_001199185 3511
29846 NM_001199184 4883
29847 NM_001199183 3555
29848 NM_001199182 3595
29849 NM_016406 1122
29850 NM_001199180 3682
29851 NM_016408 2130
29852 NM_001199189 1509
29853 NM_172209 3497
29854 NM_172208 2003
29855 NM_172207 2458
29856 NM_172206 3500
29857 NM_172201 803
29858 NM_172200 1548
29859 NM_000825 2150
29860 NM_000824 3058
29861 NM_000827 5730
29862 NM_000826 5754
29863 NM_000821 7462
29864 NM_000820 2505
29865 NM_000823 1607
29866 NM_001142886 1771
29867 NM_000829 5508
29868 NM_000828 5182
29869 NM_001193279 1773
29870 NM_001290083 3019
29871 NM_001290084 2853
29872 NM_001290085 2860
29873 NM_001193273 4352
29874 NM_001193272 4297
29875 NM_001142885 9076
29876 NM_001193277 6252
29877 NM_020214 2626
29878 NM_001657 1276
29879 NM_020210 3814
29880 NM_006091 3568
29881 NR_027402_1 710
29882 NM_001650 5202
29883 NM_001290557 2249
29884 NM_001290553 2046
29885 NM_001081752 3639
29886 NM_001081753 3684
29887 NM_001081754 3741
29888 NM_001291942 3306
29889 NM_001252660 3662
29890 NM_020218 3614
29891 NM_001252668 3509
29892 NM_001252669 3189
29893 NM_031216 3506
29894 NM_031217 3463
29895 NM_031215 3785
29896 NM_031212 1555
29897 NM_031213 1716
29898 NM_031210 408
29899 NM_031218 2794
29900 NM_031219 1721
29901 NM_178561 2662
29902 NM_178562 2781
29903 NM_178563 3533
29904 NM_178564 3723
29905 NM_178565 3149
29906 NM_178566 9171
29907 NR_002177 1346
29908 NM_178568 3164
29909 NM_178569 890
29910 NM_001193495 6709
29911 NM_001193493 3734
29912 NM_001277961 4356
29913 NM_001277962 4075
29914 NM_016617 2636
29915 NM_032849 2390
29916 NM_014712 6447
29917 NM_014713 1765
29918 NM_005998 2107
29919 NM_005999 2649
29920 NM_014716 2508
29921 NM_014717 4935
29922 NM_014714 5268
29923 NM_032847 1342
29924 NM_005992 1534
29925 NM_005993 4432
29926 NM_005990 6019
29927 NM_014719 5664
29928 NM_005996 4723
29929 NM_005997 1531
29930 NM_005994 3380
29931 NM_005995 1548
29932 NM_001008910 2853
29933 NR_037149 1295
29934 NR_037148 2506
29935 NR_037144 1869
29936 NR_037146 1625
29937 NR_037141 619
29938 NM_001177506 2557
29939 NR_037142 747
29940 NM_052997 4405
29941 NM_001283019 2079
29942 NM_052995 1444
29943 NM_052990 3933
29944 NM_032740 2811
29945 NM_001283010 4676
29946 NM_001283017 2151
29947 NM_032744 1804
29948 NM_052998 2182
29949 NM_001283014 1919
29950 NM_001258430 1767
29951 NM_001258433 2975
29952 NM_001258432 2964
29953 NM_053028 7476
29954 NM_001258437 2692
29955 NM_001127899 10108
29956 NM_053025 7836
29957 NM_053024 2106
29958 NM_053027 7683
29959 NM_053026 7629
29960 NM_001162501 18280
29961 NM_053023 5725
29962 NM_001099669 2791
29963 NM_001099668 2938
29964 NM_001048201 3968
29965 NM_001099667 808
29966 NM_001099666 10051
29967 NM_001099661 3053
29968 NM_001099660 3727
29969 NM_015295 8672
29970 NR_039991_1 1702
29971 NM_001127891 3379
29972 NM_001127897 5942
29973 NM_001080836 625
29974 NM_001080837 573
29975 NM_001080835 1170
29976 NM_001080830 1778
29977 NR_111936_1 2129
29978 NM_001281521 3835
29979 NM_001244710 8703
29980 NM_001244713 3847
29981 NM_001281522 3574
29982 NM_004119 3842
29983 NM_001244714 1651
29984 NM_004115 2720
29985 NM_001281528 1014
29986 NM_004117 3782
29987 NM_004116 951
29988 NM_004111 2294
29989 NM_004110 1901
29990 NM_004113 5408
29991 NM_002044 3330
29992 NM_001282872 2933
29993 NM_001282873 10880
29994 NM_001282870 2763
29995 NM_001282871 2853
29996 NM_001282876 2384
29997 NM_181356 4509
29998 NM_001282874 4009
29999 NM_181354 4451
30000 NM_181359 5820
30001 NM_181358 6871
30002 NM_001278649 3831
30003 NR_103778 4112
30004 NR_103779 2857
30005 NR_103772 1076
30006 NR_103773 1221
30007 NR_103770 413
30008 NR_103771 3364
30009 NR_103776 893
30010 NR_103777 2456
30011 NR_103774 3776
30012 NR_103775 504
30013 NM_001690 4593
30014 NM_001693 3044
30015 NM_001692 1939
30016 NM_001695 5704
30017 NM_001694 1180
30018 NM_001697 806
30019 NM_001696 1405
30020 NM_001699 4715
30021 NM_001698 1588
30022 NM_000120 1831
30023 NM_000121 2441
30024 NM_000122 2750
30025 NM_000123 4085
30026 NM_000124 8993
30027 NM_000125 6329
30028 NM_000126 1354
30029 NM_000127 3363
30030 NM_000128 3278
30031 NM_000129 3863
30032 NR_028502 2654
30033 NM_001139468 5586
30034 NM_005264 9563
30035 NM_001001966 930
30036 NM_001001965 957
30037 NM_001001964 951
30038 NM_001001963 939
30039 NM_001001961 1044
30040 NM_001001960 933
30041 NM_181313 1771
30042 NM_024780 3686
30043 NM_001001968 996
30044 NM_001270708_6 1403
30045 NR_028026 4618
30046 NR_028027 4505
30047 NR_028024 6509
30048 NR_106729 97
30049 NM_004809 2041
30050 NM_004808 5004
30051 NM_004807 3952
30052 NR_106723 95
30053 NM_004805 2325
30054 NM_004804 4036
30055 NM_004803 1977
30056 NM_004802 4954
30057 NM_004801 9350
30058 NM_004800 3515
30059 NR_110071 2941
30060 NR_110070 2199
30061 NR_110073 680
30062 NR_110072 2538
30063 NR_110075 507
30064 NR_110074 1187
30065 NR_030289 79
30066 NR_110076 2651
30067 NR_110079 4104
30068 NR_030286 96
30069 NR_030285 94
30070 NR_030284 98
30071 NR_030283 95
30072 NR_030282 96
30073 NR_030281 96
30074 NR_030280 96
30075 NM_006405 2501
30076 NM_006404 1484
30077 NM_006407 2128
30078 NM_006406 921
30079 NM_006401 1616
30080 NM_006400 2114
30081 NM_006403 4536
30082 NM_006402 848
30083 NM_006409 1607
30084 NM_006408 983
30085 NM_001247996 6346
30086 NR_039842 75
30087 NM_001247994 6760
30088 NM_001247990 3585
30089 NR_003352 82
30090 NM_001206769 7729
30091 NR_003351 82
30092 NM_001247999 1738
30093 NR_003350 82
30094 NR_003357 82
30095 NR_003356 82
30096 NR_030755 96
30097 NR_030754 96
30098 NR_003355 82
30099 NR_030753 96
30100 NR_003354 82
30101 NM_001012276_2 1558
30102 NM_001012276_1 1558
30103 NM_001281972 1557
30104 NM_138341 1539
30105 NM_139321 8655
30106 NR_039848 74
30107 NR_029779 68
30108 NM_146387 1322
30109 NR_039849 74
30110 NM_001282129 9483
30111 NM_146388 2404
30112 NM_139320 2858
30113 NM_138347 3721
30114 NM_001271908 1410
30115 NM_001271909 1548
30116 NR_047603 6649
30117 NM_001271900 2241
30118 NM_001271904 2659
30119 NM_001271905 2212
30120 NM_001007471 6271
30121 NM_001007470 1362
30122 NM_001042357_1 2965
30123 NM_139323 3128
30124 NM_183243 2503
30125 NM_183242 1447
30126 NM_183241 812
30127 NM_183240 1687
30128 NM_183246 2162
30129 NM_183245 3379
30130 NM_183244 2372
30131 NM_001126049 4277
30132 NM_001126044 2055
30133 NM_139322 3967
30134 NM_001109891 1744
30135 NM_001122757 1340
30136 NM_001122752 1677
30137 NM_001184941 3642
30138 NM_001184940 3645
30139 NM_001130010 2497
30140 NM_001130011 1163
30141 NM_001130012 2194
30142 NM_001130014 1572
30143 NM_001184943 3591
30144 NM_001130016 1587
30145 NM_001130017 1537
30146 NM_001184942 3609
30147 NM_001242829 4806
30148 NM_001287038 7558
30149 NM_001242825 1196
30150 NM_001242824 1359
30151 NM_001242827 4382
30152 NM_001287036 7652
30153 NM_001287031 1296
30154 NM_001242820 3884
30155 NM_001287033 1293
30156 NM_001287032 1320
30157 NM_001287591 1400
30158 NR_110412 1861
30159 NM_001163377 2029
30160 NM_001256330 7832
30161 NM_199037 1112
30162 NM_199039 7535
30163 NM_001242369 2880
30164 NR_029392 1575
30165 NM_001288590 3473
30166 NM_001285389 2206
30167 NM_182676 1944
30168 NR_039693 74
30169 NM_030877 1976
30170 NM_182679 2155
30171 NM_182678 1382
30172 NR_110975 3676
30173 NR_039691 72
30174 NR_030785 72
30175 NM_022915 1748
30176 NM_022914 2057
30177 NM_022917 4853
30178 NM_022916 2603
30179 NM_022911 2643
30180 NM_022910 3432
30181 NM_022913 4623
30182 NM_022912 3853
30183 NM_022918 9080
30184 NM_001666 3252
30185 NM_001080137_7 1293
30186 NM_001204422 1551
30187 NM_001080137_5 1293
30188 NM_001080137_4 1293
30189 NM_001080137_2 1293
30190 NM_007130 4375
30191 NM_001242597 966
30192 NM_181659 7996
30193 NM_001242590 1440
30194 NM_181652 638
30195 NM_001103160 3705
30196 NM_001103161 3834
30197 NM_181656 1566
30198 NM_181657 4314
30199 NM_022151 2417
30200 NM_181655 1423
30201 NM_001284431 4922
30202 NM_001136501 2834
30203 NM_001136503 908
30204 NM_001136504 7613
30205 NM_001136505 2446
30206 NM_001136506 2101
30207 NM_001136507 773
30208 NM_001136508 911
30209 NM_001136509 2013
30210 NM_001024656 848
30211 NM_001292006 5392
30212 NM_001292007 5071
30213 NM_001292004 2021
30214 NM_002770 408
30215 NM_001292002 1827
30216 NM_001292003 5663
30217 NM_001292000 1669
30218 NM_001292001 3392
30219 NM_031450 1555
30220 NM_031451 1583
30221 NM_002779 4185
30222 NM_031453 3788
30223 NM_031454 2315
30224 NM_031455 2738
30225 NM_001292008 9572
30226 NM_001292009 10652
30227 NM_001130821 2470
30228 NM_001130820 2349
30229 NM_001130823 5400
30230 NM_001130822 2362
30231 NM_001130825 3700
30232 NM_001130824 3637
30233 NM_001013627 3678
30234 NM_007268 1852
30235 NM_031989 3159
30236 NM_001080121 2735
30237 NM_001114748 1117
30238 NR_048537 6227
30239 NM_175066 4717
30240 NM_175067 1038
30241 NM_175064 2650
30242 NM_175065 448
30243 NM_175062 2216
30244 NM_175063 2211
30245 NM_175060 2371
30246 NM_175061 3199
30247 NR_040082 1967
30248 NR_040083 3411
30249 NR_040080 1635
30250 NR_040081 1297
30251 NR_040087 3194
30252 NM_175068 2284
30253 NM_175069 2036
30254 NM_001256333 7730
30255 NM_001145224 3449
30256 NM_001207005 2763
30257 NM_005202 4445
30258 NM_032189 8768
30259 NM_005201 1487
30260 NM_005206 3055
30261 NM_005207 5325
30262 NM_005204 3013
30263 NM_005205 440
30264 NM_032182 2992
30265 NM_032181 1815
30266 NM_032180 3692
30267 NM_032186 2121
30268 NM_001243312 543
30269 NM_032184 4711
30270 NM_006979_5 2454
30271 NR_036564 2269
30272 NM_003385 2005
30273 NR_036562 913
30274 NM_001272071 2329
30275 NM_001145408 3218
30276 NR_036569 3683
30277 NM_001035513 2693
30278 NM_001035512 2750
30279 NM_001159524 1239
30280 NR_027833 2450
30281 NM_001159522 1679
30282 NM_018270 1636
30283 NR_111955 1122
30284 NR_111954 1455
30285 NR_111957 1421
30286 NR_111956 1211
30287 NR_111951 1178
30288 NR_111950 6059
30289 NR_111953 1015
30290 NR_111952 1612
30291 NM_018272 2510
30292 NR_111958 1366
30293 NM_033053_1 1100
30294 NM_001097605 484
30295 NM_001097604 621
30296 NM_018909 5430
30297 NM_018908 5218
30298 NM_001097600 1646
30299 NM_018903 5404
30300 NM_018902 6848
30301 NM_018901 5420
30302 NM_018900 5415
30303 NM_018907 5365
30304 NM_018906 5260
30305 NM_018905 5360
30306 NM_018904 5260
30307 NM_001113575 2125
30308 NM_019058 1752
30309 NM_019059 779
30310 NM_019056 1124
30311 NM_019054 3404
30312 NM_019055 3837
30313 NM_019053 3620
30314 NM_001270710 1184
30315 NM_019051 1021
30316 NM_001003811 3140
30317 NM_001003810 2053
30318 NM_012335 4173
30319 NM_001997 575
30320 NM_001003819 3478
30321 NM_001003818 3430
30322 NR_003238 829
30323 NR_003239 1087
30324 NM_030801_1 2602
30325 NR_003230 71
30326 NM_001290334 1555
30327 NR_003233 77
30328 NM_001290332 1574
30329 NM_001290333 1571
30330 NM_001290330 1562
30331 NR_003237 71
30332 NM_001278279 1555
30333 NM_001278278 3191
30334 NM_001278270 1909
30335 NM_001278273 3712
30336 NM_001278275 3317
30337 NM_001278277 3450
30338 NM_001278276 3379
30339 NM_001453 3449
30340 NM_001452 2187
30341 NM_001451 2562
30342 NM_001450 1704
30343 NM_001457 9467
30344 NM_001456 8486
30345 NM_001455 7341
30346 NM_001454 2640
30347 NM_001459 1056
30348 NM_001458 9138
30349 NM_000322 3027
30350 NM_007115 1424
30351 NM_000320 1653
30352 NM_007117 1890
30353 NM_001253900 2463
30354 NM_001253901 2342
30355 NM_001253902 2294
30356 NM_000325 2314
30357 NM_000328 3072
30358 NM_000329 2608
30359 NM_007118 10227
30360 NM_001253909 1064
30361 NM_001276389 1972
30362 NM_001012957 6994
30363 NM_014500 2772
30364 NM_001195387 2057
30365 NM_014507 1841
30366 NM_001195386 2073
30367 NM_001012958 2636
30368 NM_001012959 2218
30369 NM_138797 2099
30370 NM_138796 1235
30371 NM_138795 1795
30372 NM_138794 1892
30373 NM_138793 3535
30374 NR_073547 13005
30375 NM_138790 1934
30376 NR_073546 9971
30377 NM_138799 3804
30378 NM_138798 910
30379 NR_046827 1962
30380 NR_046824 826
30381 NR_046820 764
30382 NM_173059 8395
30383 NM_144736 2211
30384 NM_173050 3868
30385 NM_173054 11565
30386 NM_021994 2687
30387 NM_001253801 3895
30388 NM_001253800 4078
30389 NM_001195280 937
30390 NM_001195283 2772
30391 NM_001195286 5324
30392 NR_049896 2713
30393 NM_145061 2919
30394 NM_145060 2873
30395 NM_001289057 2670
30396 NM_006247 2232
30397 NM_006246 4111
30398 NM_006245 3047
30399 NM_006244 2750
30400 NM_006243 3128
30401 NR_034079 616
30402 NM_006241 3470
30403 NM_006440 2119
30404 NR_034075 2308
30405 NR_034076 2283
30406 NR_034077 2209
30407 NR_034070 1783
30408 NM_001002026 3350
30409 NR_034072 3181
30410 NM_006248 1428
30411 NM_006442 1005
30412 NM_001289053 3210
30413 NM_006445 7295
30414 NM_001289052 3241
30415 NM_001195752 1291
30416 NM_001195753 1384
30417 NM_021999 1896
30418 NR_031644 51
30419 NR_031645 105
30420 NR_031646 73
30421 NR_031647 69
30422 NR_031640 86
30423 NR_031641 93
30424 NR_031642 82
30425 NR_031643 98
30426 NM_001199662 1001
30427 NM_001199663 805
30428 NM_001199660 2656
30429 NM_001199661 940
30430 NM_032976 5814
30431 NM_032977 5906
30432 NM_001013399 2085
30433 NM_001013398 2631
30434 NM_003149 3083
30435 NM_003143 714
30436 NM_003142 1706
30437 NM_003141 1929
30438 NM_003140 887
30439 NM_003147 1476
30440 NM_003146 2819
30441 NM_003145 1124
30442 NM_003144 9776
30443 NM_001002796 3608
30444 NM_001128850 1476
30445 NM_001128853 3001
30446 NM_001128852 3010
30447 NM_001128855 2539
30448 NM_001128854 2998
30449 NM_002121_2 4055
30450 NM_001289132 1642
30451 NM_001257379 2132
30452 NM_001257378 2302
30453 NM_002898 8486
30454 NM_002899 898
30455 NM_002896 1698
30456 NM_002897 4277
30457 NM_002894 3271
30458 NM_001257370 1140
30459 NM_002892 5772
30460 NR_038829 2128
30461 NM_002890 4386
30462 NM_001257374 2062
30463 NR_038828 499
30464 NM_203301 5149
30465 NM_001289133 7233
30466 NM_001288756 1449
30467 NM_153230 1667
30468 NM_144564 1425
30469 NM_001040454 2731
30470 NM_001040455 3919
30471 NM_001040456 1756
30472 NM_001040457 1878
30473 NR_033897 5016
30474 NR_033896 1001
30475 NM_001040452 2468
30476 NR_033894 1644
30477 NR_033899 2033
30478 NR_033898 3199
30479 NM_001040458 5085
30480 NM_001289130 2509
30481 NM_004256 2560
30482 NM_001244973 5859
30483 NM_130802 3165
30484 NM_014033 3390
30485 NM_014031 2616
30486 NM_014030 3733
30487 NM_014037 2933
30488 NM_207510 1836
30489 NM_014035 2137
30490 NM_014034 2508
30491 NM_014039 2444
30492 NM_014038 1857
30493 NR_103772_2 1076
30494 NR_103772_1 1076
30495 NM_015342 2169
30496 NM_015343 1780
30497 NM_015340 4203
30498 NM_015341 6059
30499 NM_015346 9675
30500 NM_015347 6322
30501 NM_015344 2712
30502 NR_027374 1832
30503 NM_015348 6642
30504 NM_015349 6515
30505 NR_104300 2110
30506 NM_002238 8025
30507 NM_002239 4740
30508 NM_001098797 2489
30509 NM_002232 2582
30510 NM_002233 4179
30511 NM_002230 3508
30512 NM_002231 1691
30513 NM_002236 2289
30514 NM_002237 2220
30515 NM_002234 2870
30516 NM_001166120 1787
30517 NM_001135101 1582
30518 NR_104301 2094
30519 NM_001256424 16219
30520 NM_001256425 5713
30521 NM_001256426 6219
30522 NM_001256427 3834
30523 NM_001256420 4135
30524 NM_001256421 2631
30525 NM_001256422 2635
30526 NM_001256423 5463
30527 NM_001256428 5980
30528 NM_001256429 1223
30529 NM_001288752 2030
30530 NM_018046 4508
30531 NM_018047 2346
30532 NM_018044 2447
30533 NM_018045 2858
30534 NM_018042 2530
30535 NM_018043 4808
30536 NM_018040 2336
30537 NM_001256335 1345
30538 NM_001135181 3274
30539 NR_073095 1869
30540 NM_018048 3034
30541 NM_001204424 6059
30542 NR_031733 80
30543 NR_073094 2218
30544 NM_001289134 4841
30545 NM_001256932 582
30546 NM_001291920 6202
30547 NM_001291921 5993
30548 NR_003224 74
30549 NM_001190906 2587
30550 NM_014699 6208
30551 NM_014698 4453
30552 NM_014697 4464
30553 NM_014696 1823
30554 NM_014695 5828
30555 NM_001190907 2627
30556 NM_014693 3483
30557 NM_014692 6456
30558 NM_014691 5080
30559 NM_014690 4270
30560 NR_003223 71
30561 NM_001099414 1493
30562 NM_001099415 5865
30563 NM_001099412 9285
30564 NM_001099413 9241
30565 NM_013309 4283
30566 NM_001256339 3008
30567 NR_110705 1041
30568 NR_039625 68
30569 NM_031481 2087
30570 NM_014965 4623
30571 NM_014964 4835
30572 NM_014967 4890
30573 NM_014966 4116
30574 NM_014961 4402
30575 NM_001005328 933
30576 NM_014963 4925
30577 NM_014962 4909
30578 NM_001005325 942
30579 NM_001005324 930
30580 NM_001005327 948
30581 NM_001005326 939
30582 NM_014969 4353
30583 NM_001005323 930
30584 NM_176818 4248
30585 NM_176819 4656
30586 NM_181707 960
30587 NM_176813 750
30588 NM_176810 3157
30589 NM_176811 3934
30590 NM_176816 3616
30591 NM_176817 1143
30592 NM_176814 4221
30593 NM_176815 3927
30594 NM_001164467_12 1380
30595 NM_001160305 2979
30596 NM_001164467_11 1380
30597 NM_001164467_14 1380
30598 NM_001164467_15 1380
30599 NM_001002800 5470
30600 NM_001164467_18 1380
30601 NR_104371 6097
30602 NM_153271 3233
30603 NM_001206942 2236
30604 NM_001206943 2239
30605 NM_001206941 5075
30606 NM_001206946 4130
30607 NM_001171632 1863
30608 NM_001206944 2082
30609 NM_001171630 3376
30610 NM_001160301 1789
30611 NM_001100121 3234
30612 NM_001100120 3372
30613 NM_006071 7660
30614 NM_004596 1629
30615 NM_001160302 7059
30616 NM_001142349 4516
30617 NM_001142348 4177
30618 NM_001142345 5110
30619 NM_001142344 5283
30620 NM_001142343 5496
30621 NM_001158 2584
30622 NM_001159 4933
30623 NM_004308 3446
30624 NM_004309 1906
30625 NM_004304 6265
30626 NM_004305 2252
30627 NM_004306 1470
30628 NM_001151 4420
30629 NM_004300 1551
30630 NM_004301 1858
30631 NM_001154 1599
30632 NM_001155 2992
30633 NM_001146076 3528
30634 NM_001032410 3036
30635 NR_003050_1 86
30636 NM_020063 1496
30637 NM_020062 2279
30638 NM_020061 1261
30639 NM_001146319 2785
30640 NM_020066 6429
30641 NM_020064 1907
30642 NM_001146312 8564
30643 NM_001163124 710
30644 NM_001146310 2284
30645 NM_001146316 1204
30646 NR_106857 69
30647 NM_001146314 2243
30648 NM_002414_1 1237
30649 NR_030411 115
30650 NM_181093 3090
30651 NM_024980 1153
30652 NM_024706 2769
30653 NM_001037164 2985
30654 NM_001037165 11191
30655 NM_001037162 1004
30656 NM_024989 11113
30657 NM_001037160 2719
30658 NM_001037161 1603
30659 NM_001284355 4198
30660 NM_001284357 3045
30661 NM_001284356 1493
30662 NM_001284351 2750
30663 NM_001284350 1534
30664 NM_001289101 2717
30665 NM_001289100 2937
30666 NR_024059 1288
30667 NR_024058 1860
30668 NM_001284358 2742
30669 NM_001289109 2898
30670 NM_001289108 3508
30671 NM_202003 3487
30672 NM_202002 3646
30673 NM_202001 1274
30674 NM_202000 1569
30675 NM_202004 1506
30676 NM_016518 2412
30677 NM_198896 3408
30678 NM_198897 1450
30679 NM_198892 3806
30680 NM_198893 4304
30681 NM_198890 2916
30682 NM_198333 1598
30683 NM_001143804 2173
30684 NM_001079871 3859
30685 NM_001996 2295
30686 NM_181622 520
30687 NM_004038_1 1862
30688 NM_004038_2 1862
30689 NM_001177701 1096
30690 NM_000071 2590
30691 NM_181621 849
30692 NM_152594 7255
30693 NM_181620 147
30694 NM_001001575 1632
30695 NR_033353_1 5282
30696 NM_022968_1 707
30697 NM_018280 1836
30698 NM_001282276 511
30699 NR_026901_1 2225
30700 NM_001171192 2439
30701 NM_015676 909
30702 NM_080686_2 6914
30703 NM_001171191 2068
30704 NM_001171197 3762
30705 NM_001171195 3749
30706 NM_001100909 805
30707 NR_026548 971
30708 NR_026543 1350
30709 NR_026542 1451
30710 NR_026541 2079
30711 NR_026540 1605
30712 NR_026547 1045
30713 NR_026546 1045
30714 NR_026545 972
30715 NR_026544 2502
30716 NM_001001438 2692
30717 NM_001143757 8205
30718 NM_001143759 1855
30719 NM_001143758 1784
30720 NM_001286220 2333
30721 NM_001286229 4367
30722 NR_103544 1943
30723 NM_001153552 1875
30724 NM_001204408 3360
30725 NM_001204401 8418
30726 NM_001204403 9341
